Make,Model,Year,Engine Fuel Type,Engine Hp,Engine Cylinders,Transmission Type,Driven_Wheels,Number Of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mpg,City Mpg,Popularity,Msrp,Avg_MPG
Volkswagen,Corrado,1992,regular unleaded,178.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000,19.5
Volkswagen,Corrado,1993,regular unleaded,178.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000,19.5
Volkswagen,Corrado,1994,regular unleaded,178.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,22,16,873,2000,19.0
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,53000,23.0
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,57000,23.0
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,62000,23.0
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,58000,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68160,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64160,23.0
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83000,18.5
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63160,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,64000,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,55000,23.0
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,87650,18.5
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,73450,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64450,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,69450,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,60000,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,59000,23.0
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,82270,18.5
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86270,18.5
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,91650,18.5
Chevrolet,Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79000,18.5
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68450,23.0
Chevrolet,Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,59160,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88345,18.5
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79400,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,70145,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,65145,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83400,18.5
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,82965,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68855,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,59855,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,64400,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,74145,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63855,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86965,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,59400,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92345,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,60400,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64855,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,69145,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,55400,23.0
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,87015,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,59905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,74195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,65195,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88395,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,59450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,55450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,70195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,68905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,65450,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79450,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,69905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,69195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,63905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,69450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,60450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,79195,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92395,18.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83450,18.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,83015,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,73905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,64450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,64905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,75195,20.5
Audi,Coupe,1990,regular unleaded,164.0,5.0,MANUAL,all wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,22,16,3105,2000,19.0
Audi,Coupe,1991,regular unleaded,164.0,5.0,MANUAL,all wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,22,15,3105,2000,18.5
Maserati,Coupe,2004,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,15,10,238,81013,12.5
Maserati,Coupe,2004,premium unleaded (required),390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,10,238,85174,13.0
Maserati,Coupe,2005,premium unleaded (required),385.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,238,86877,13.5
Maserati,Coupe,2005,premium unleaded (required),385.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,15,10,238,82633,12.5
Maserati,Coupe,2006,premium unleaded (required),390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,18,11,238,87577,14.5
Maserati,Coupe,2006,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,17,12,238,79900,14.5
Volvo,Coupe,1991,regular unleaded,188.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,20,17,870,2000,18.5
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,26470,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,23120,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,30620,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,29370,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,24370,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,29120,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,29820,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,28570,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,25220,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,27870,27.0
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,32895,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,23445,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,30895,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,25545,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,29395,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,24695,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,26795,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,28145,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,31645,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,29645,30.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,27295,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,31245,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,32095,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,25845,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,28445,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,29945,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,25045,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,24545,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,25995,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,33395,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,23745,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,29745,28.0
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20645,37.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,19995,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23340,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,21840,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22490,37.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,23990,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,21990,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,24140,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23490,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20145,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20795,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22640,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,22140,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,24440,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22790,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20295,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,25090,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20945,37.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,23,15,1013,29145,19.0
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,38545,19.0
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1013,49470,18.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,23,15,1013,34195,19.0
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1013,45170,18.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,34185,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,38955,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,34595,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,29510,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34560,19.0
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,39130,19.0
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34735,19.0
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33540,25.0
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,37090,23.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,30890,25.0
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,33015,26.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35640,25.0
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27230,26.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,34990,23.5
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,30915,26.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33690,25.0
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,33165,26.5
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,31065,26.5
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27380,26.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35790,25.0
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,35140,23.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,37240,23.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,31040,25.0
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,33315,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,37390,23.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35940,25.0
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,31190,25.0
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,31215,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,35290,23.5
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27530,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33840,25.0
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,34,30,640,26395,32.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,640,22395,27.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,640,25095,30.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,640,23395,30.0
